ID,Job_Title,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Lower_Salary,Upper_Salary,Avg_SalaryK,job_title_sim,seniority_by_title,Degree,Skills,Average Salary ,Age
118,Senior Data Scientist,4.2,Gallup,"Washington, DC","Washington, DC",1001 - 5000,1935,Private,Consulting,Business Services,Unknown / Non-Applicable,200,275,237.5,data scientist,sr,Master's,Python,237.5,91
118,Senior Data Scientist,4.2,Gallup,"Washington, DC","Washington, DC",1001 - 5000,1935,Private,Consulting,Business Services,Unknown / Non-Applicable,200,275,237.5,data scientist,sr,Master's,Excel,237.5,91
119,Data Engineer,3.9,CapTech,"Charlotte, NC","Richmond, VA",1001 - 5000,1997,Private,IT Services,Information Technology,$100 to $500 million (USD),68,123,95.5,data engineer,Not Specified,Master's,Python,95.5,29
119,Data Engineer,3.9,CapTech,"Charlotte, NC","Richmond, VA",1001 - 5000,1997,Private,IT Services,Information Technology,$100 to $500 million (USD),68,123,95.5,data engineer,Not Specified,Master's,Spark,95.5,29
119,Data Engineer,3.9,CapTech,"Charlotte, NC","Richmond, VA",1001 - 5000,1997,Private,IT Services,Information Technology,$100 to $500 million (USD),68,123,95.5,data engineer,Not Specified,Master's,SQL,95.5,29
119,Data Engineer,3.9,CapTech,"Charlotte, NC","Richmond, VA",1001 - 5000,1997,Private,IT Services,Information Technology,$100 to $500 million (USD),68,123,95.5,data engineer,Not Specified,Master's,Tableau,95.5,29
120,Senior Data Scientist,3.3,American Axle & Manufacturing,"Southfield, MI","Detroit, MI",10000+,1994,Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),80,129,104.5,data scientist,sr,Master's,Python,104.5,32
120,Senior Data Scientist,3.3,American Axle & Manufacturing,"Southfield, MI","Detroit, MI",10000+,1994,Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),80,129,104.5,data scientist,sr,Master's,Spark,104.5,32
120,Senior Data Scientist,3.3,American Axle & Manufacturing,"Southfield, MI","Detroit, MI",10000+,1994,Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),80,129,104.5,data scientist,sr,Master's,AWS,104.5,32
120,Senior Data Scientist,3.3,American Axle & Manufacturing,"Southfield, MI","Detroit, MI",10000+,1994,Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),80,129,104.5,data scientist,sr,Master's,Excel,104.5,32
120,Senior Data Scientist,3.3,American Axle & Manufacturing,"Southfield, MI","Detroit, MI",10000+,1994,Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),80,129,104.5,data scientist,sr,Master's,SQL,104.5,32
120,Senior Data Scientist,3.3,American Axle & Manufacturing,"Southfield, MI","Detroit, MI",10000+,1994,Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),80,129,104.5,data scientist,sr,Master's,Power BI,104.5,32
121,Financial Data Analyst,4.7,CentralReach,"Matawan, NJ","Pompano Beach, FL",201 - 500,2012,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,41,72,56.5,analyst,Not Specified,Not specified,Excel,56.5,14
121,Financial Data Analyst,4.7,CentralReach,"Matawan, NJ","Pompano Beach, FL",201 - 500,2012,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,41,72,56.5,analyst,Not Specified,Not specified,SQL,56.5,14
121,Financial Data Analyst,4.7,CentralReach,"Matawan, NJ","Pompano Beach, FL",201 - 500,2012,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,41,72,56.5,analyst,Not Specified,Not specified,Tableau,56.5,14
123,Senior Data Analyst,4.3,Integrate,"Phoenix, AZ","Phoenix, AZ",201 - 500,2010,Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),39,71,55,analyst,sr,Not specified,Excel,55,16
123,Senior Data Analyst,4.3,Integrate,"Phoenix, AZ","Phoenix, AZ",201 - 500,2010,Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),39,71,55,analyst,sr,Not specified,SQL,55,16
123,Senior Data Analyst,4.3,Integrate,"Phoenix, AZ","Phoenix, AZ",201 - 500,2010,Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),39,71,55,analyst,sr,Not specified,Power BI,55,16
124,Research Scientist,2.9,Boys Town Hospital,"Omaha, NE","Omaha, NE",1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,38,85,61.5,other scientist,Not Specified,PhD,Excel,61.5,49
125,Data Scientist,4.5,Demandbase,"San Francisco, CA","San Francisco, CA",201 - 500,2006,Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),121,193,157,data scientist,Not Specified,Not specified,Spark,157,20
125,Data Scientist,4.5,Demandbase,"San Francisco, CA","San Francisco, CA",201 - 500,2006,Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),121,193,157,data scientist,Not Specified,Not specified,AWS,157,20
126,Data Engineer,3.4,Sapphire Digital,"Lyndhurst, NJ","Lyndhurst, NJ",201 - 500,2019,Private,Internet,Information Technology,Unknown / Non-Applicable,54,102,78,data engineer,Not Specified,Not specified,Python,78,7
126,Data Engineer,3.4,Sapphire Digital,"Lyndhurst, NJ","Lyndhurst, NJ",201 - 500,2019,Private,Internet,Information Technology,Unknown / Non-Applicable,54,102,78,data engineer,Not Specified,Not specified,SQL,78,7
127,Data Scientist,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),83,144,113.5,data scientist,Not Specified,Master's,Python,113.5,245
127,Data Scientist,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),83,144,113.5,data scientist,Not Specified,Master's,Spark,113.5,245
127,Data Scientist,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),83,144,113.5,data scientist,Not Specified,Master's,SQL,113.5,245
127,Data Scientist,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),83,144,113.5,data scientist,Not Specified,Master's,TensorFlow,113.5,245
128,Data Scientist,4.6,<intent>,"New York, NY","New York, NY",51 - 200,2009,Private,Internet,Information Technology,$100 to $500 million (USD),120,160,140,data scientist,Not Specified,Not specified,Python,140,17
128,Data Scientist,4.6,<intent>,"New York, NY","New York, NY",51 - 200,2009,Private,Internet,Information Technology,$100 to $500 million (USD),120,160,140,data scientist,Not Specified,Not specified,Spark,140,17
129,Data Scientist,3.2,Formation,"San Francisco, CA","San Francisco, CA",51 - 200,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,102,163,132.5,data scientist,Not Specified,Master's,Spark,132.5,11
129,Data Scientist,3.2,Formation,"San Francisco, CA","San Francisco, CA",51 - 200,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,102,163,132.5,data scientist,Not Specified,Master's,Excel,132.5,11
129,Data Scientist,3.2,Formation,"San Francisco, CA","San Francisco, CA",51 - 200,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,102,163,132.5,data scientist,Not Specified,Master's,TensorFlow,132.5,11
130,Data Engineer,4,Autodesk,"San Francisco, CA","San Rafael, CA",5001 - 10000,1982,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),76,140,108,data engineer,Not Specified,Master's,Python,108,44
130,Data Engineer,4,Autodesk,"San Francisco, CA","San Rafael, CA",5001 - 10000,1982,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),76,140,108,data engineer,Not Specified,Master's,Spark,108,44
130,Data Engineer,4,Autodesk,"San Francisco, CA","San Rafael, CA",5001 - 10000,1982,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),76,140,108,data engineer,Not Specified,Master's,SQL,108,44
130,Data Engineer,4,Autodesk,"San Francisco, CA","San Rafael, CA",5001 - 10000,1982,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),76,140,108,data engineer,Not Specified,Master's,Hadoop,108,44
132,Data Scientist,2.8,DrFirst,"Rockville, MD","Rockville, MD",201 - 500,2000,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,82,133,107.5,data scientist,Not Specified,Master's,Python,107.5,26
133,Data Engineer,4.7,Object Partners,"Minneapolis, MN","Minneapolis, MN",51 - 200,1996,Private,Consulting,Business Services,$25 to $50 million (USD),65,125,95,data engineer,Not Specified,Not specified,Spark,95,30
133,Data Engineer,4.7,Object Partners,"Minneapolis, MN","Minneapolis, MN",51 - 200,1996,Private,Consulting,Business Services,$25 to $50 million (USD),65,125,95,data engineer,Not Specified,Not specified,AWS,95,30
133,Data Engineer,4.7,Object Partners,"Minneapolis, MN","Minneapolis, MN",51 - 200,1996,Private,Consulting,Business Services,$25 to $50 million (USD),65,125,95,data engineer,Not Specified,Not specified,SQL,95,30
133,Data Engineer,4.7,Object Partners,"Minneapolis, MN","Minneapolis, MN",51 - 200,1996,Private,Consulting,Business Services,$25 to $50 million (USD),65,125,95,data engineer,Not Specified,Not specified,Hadoop,95,30
133,Data Engineer,4.7,Object Partners,"Minneapolis, MN","Minneapolis, MN",51 - 200,1996,Private,Consulting,Business Services,$25 to $50 million (USD),65,125,95,data engineer,Not Specified,Not specified,Flink,95,30
137,Data Scientist II,3,L.A. Care Health Plan,"Los Angeles, CA","Los Angeles, CA",1001 - 5000,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,91,148,119.5,data scientist,Not Specified,Master's,Python,119.5,29
137,Data Scientist II,3,L.A. Care Health Plan,"Los Angeles, CA","Los Angeles, CA",1001 - 5000,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,91,148,119.5,data scientist,Not Specified,Master's,Spark,119.5,29
137,Data Scientist II,3,L.A. Care Health Plan,"Los Angeles, CA","Los Angeles, CA",1001 - 5000,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,91,148,119.5,data scientist,Not Specified,Master's,SQL,119.5,29
137,Data Scientist II,3,L.A. Care Health Plan,"Los Angeles, CA","Los Angeles, CA",1001 - 5000,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,91,148,119.5,data scientist,Not Specified,Master's,SAS,119.5,29
137,Data Scientist II,3,L.A. Care Health Plan,"Los Angeles, CA","Los Angeles, CA",1001 - 5000,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,91,148,119.5,data scientist,Not Specified,Master's,Tableau,119.5,29
138,Senior Data Engineer,3.2,Red Ventures,"Charlotte, NC","Fort Mill, SC",1001 - 5000,2000,Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),95,173,134,data engineer,sr,Not specified,Spark,134,26
138,Senior Data Engineer,3.2,Red Ventures,"Charlotte, NC","Fort Mill, SC",1001 - 5000,2000,Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),95,173,134,data engineer,sr,Not specified,AWS,134,26
138,Senior Data Engineer,3.2,Red Ventures,"Charlotte, NC","Fort Mill, SC",1001 - 5000,2000,Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),95,173,134,data engineer,sr,Not specified,SQL,134,26
139,Data Scientist,4.4,Quick Base,"Cambridge, MA","Cambridge, MA",201 - 500,1999,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,77,124,100.5,data scientist,Not Specified,Not specified,Python,100.5,27
139,Data Scientist,4.4,Quick Base,"Cambridge, MA","Cambridge, MA",201 - 500,1999,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,77,124,100.5,data scientist,Not Specified,Not specified,Excel,100.5,27
139,Data Scientist,4.4,Quick Base,"Cambridge, MA","Cambridge, MA",201 - 500,1999,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,77,124,100.5,data scientist,Not Specified,Not specified,SQL,100.5,27
139,Data Scientist,4.4,Quick Base,"Cambridge, MA","Cambridge, MA",201 - 500,1999,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,77,124,100.5,data scientist,Not Specified,Not specified,Scikit,100.5,27
139,Data Scientist,4.4,Quick Base,"Cambridge, MA","Cambridge, MA",201 - 500,1999,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,77,124,100.5,data scientist,Not Specified,Not specified,Tableau,100.5,27
139,Data Scientist,4.4,Quick Base,"Cambridge, MA","Cambridge, MA",201 - 500,1999,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,77,124,100.5,data scientist,Not Specified,Not specified,Power BI,100.5,27
140,Data Scientist,3.5,The E.W. Scripps Company,"Cincinnati, OH","Cincinnati, OH",1001 - 5000,1878,Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),80,135,107.5,data scientist,Not Specified,Master's,Python,107.5,148
140,Data Scientist,3.5,The E.W. Scripps Company,"Cincinnati, OH","Cincinnati, OH",1001 - 5000,1878,Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),80,135,107.5,data scientist,Not Specified,Master's,SQL,107.5,148
140,Data Scientist,3.5,The E.W. Scripps Company,"Cincinnati, OH","Cincinnati, OH",1001 - 5000,1878,Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),80,135,107.5,data scientist,Not Specified,Master's,Tableau,107.5,148
141,Data Engineer,4,Upside Business Travel,"Washington, DC","Washington, DC",51 - 200,2015,Private,Internet,Information Technology,Unknown / Non-Applicable,85,159,122,data engineer,Not Specified,Not specified,Python,122,11
141,Data Engineer,4,Upside Business Travel,"Washington, DC","Washington, DC",51 - 200,2015,Private,Internet,Information Technology,Unknown / Non-Applicable,85,159,122,data engineer,Not Specified,Not specified,Spark,122,11
141,Data Engineer,4,Upside Business Travel,"Washington, DC","Washington, DC",51 - 200,2015,Private,Internet,Information Technology,Unknown / Non-Applicable,85,159,122,data engineer,Not Specified,Not specified,AWS,122,11
